ticket_id,start_date,resolve_date,priority,category,sub_category,department,assignee_team,sla_status,resolution_time_hrs,customer_impact,major_event,is_holiday,is_weekend,day_of_week,month,ticket_volume_day
TCKT_0485,2025-06-14 21:53:09,2025-06-16 19:53:09,Low,Software,Login Issue,IT,Infra Team,Breached,46.0,High,System Upgrade,1,1,Saturday,6,244
TCKT_0486,2025-08-25 10:56:10,2025-08-25 19:56:10,Low,Hardware,Printer Issue,IT,App Support,Met,9.0,Medium,Product Launch,1,0,Monday,8,243
TCKT_0487,2025-04-20 16:20:07,2025-04-21 01:20:07,Low,Access,Account Lock,HR,Hardware Support,Breached,9.0,High,System Upgrade,1,1,Sunday,4,121
TCKT_0488,2025-07-09 10:04:27,2025-07-09 15:04:27,Low,Hardware,Keyboard Issue,Admin,Hardware Support,Met,5.0,Medium,Security Patch,0,0,Wednesday,7,193
TCKT_0489,2024-11-05 09:13:03,2024-11-06 05:13:03,High,Hardware,Printer Issue,HR,Hardware Support,Met,20.0,High,Product Launch,0,0,Tuesday,11,161
TCKT_0490,2025-07-25 09:22:01,2025-07-28 04:22:01,Critical,Hardware,Printer Issue,HR,Hardware Support,Met,67.0,Low,Server Maintenance,1,0,Friday,7,198
TCKT_0491,2024-11-21 03:59:47,2024-11-22 16:59:47,Low,Access,Password Reset,HR,Infra Team,Met,37.0,Medium,System Upgrade,1,0,Thursday,11,109
TCKT_0492,2025-02-10 17:41:33,2025-02-11 17:41:33,Low,Software,Login Issue,IT,Infra Team,Breached,24.0,Low,None,1,0,Monday,2,239
TCKT_0493,2025-09-17 02:50:05,2025-09-19 00:50:05,Medium,Access,Password Reset,IT,App Support,Met,46.0,Low,Server Maintenance,1,0,Wednesday,9,111
TCKT_0494,2025-10-09 00:32:19,2025-10-09 20:32:19,Critical,Network,Server Down,Finance,App Support,Breached,20.0,Low,Server Maintenance,0,0,Thursday,10,171
TCKT_0495,2025-01-16 11:37:24,2025-01-17 00:37:24,High,Software,Login Issue,Finance,App Support,Met,13.0,Medium,Security Patch,1,0,Thursday,1,234
TCKT_0496,2024-11-27 01:07:33,2024-11-27 16:07:33,High,Software,Update Error,IT,App Support,Breached,15.0,High,Security Patch,0,0,Wednesday,11,147
TCKT_0497,2025-07-23 04:27:44,2025-07-24 01:27:44,High,Access,Password Reset,HR,Infra Team,Met,21.0,Medium,Product Launch,0,0,Wednesday,7,122
TCKT_0498,2025-09-20 20:32:29,2025-09-21 12:32:29,Critical,Network,VPN Issue,HR,Infra Team,Met,16.0,Low,Security Patch,0,1,Saturday,9,181
TCKT_0499,2025-02-21 13:39:15,2025-02-21 18:39:15,High,Software,App Crash,Admin,Hardware Support,Met,5.0,Medium,None,0,0,Friday,2,243
TCKT_0500,2025-04-01 03:31:25,2025-04-03 22:31:25,High,Hardware,Printer Issue,HR,App Support,Met,67.0,High,Product Launch,1,0,Tuesday,4,125
TCKT_0501,2025-06-06 10:50:42,2025-06-09 09:50:42,Medium,Network,VPN Issue,Admin,Hardware Support,Breached,71.0,High,None,1,0,Friday,6,172
TCKT_0502,2025-01-03 15:50:00,2025-01-04 23:50:00,Critical,Software,UI Bug,IT,App Support,Breached,32.0,Medium,None,1,0,Friday,1,157
TCKT_0503,2025-05-20 21:59:42,2025-05-23 04:59:42,Critical,Software,Update Error,HR,App Support,Breached,55.0,Low,None,0,0,Tuesday,5,106
TCKT_0504,2024-11-16 06:37:47,2024-11-16 13:37:47,Critical,Network,Router Failure,Finance,Hardware Support,Met,7.0,High,System Upgrade,1,1,Saturday,11,203
TCKT_0505,2024-11-20 00:40:20,2024-11-22 11:40:20,High,Network,WiFi Issue,HR,App Support,Breached,59.0,High,None,1,0,Wednesday,11,159
TCKT_0506,2025-06-01 20:51:31,2025-06-03 19:51:31,Critical,Network,WiFi Issue,Admin,App Support,Met,47.0,Medium,Server Maintenance,1,1,Sunday,6,231
TCKT_0507,2025-05-26 01:09:24,2025-05-28 21:09:24,Critical,Software,Update Error,Finance,App Support,Met,68.0,High,System Upgrade,0,0,Monday,5,119
TCKT_0508,2025-02-07 13:58:34,2025-02-08 09:58:34,Critical,Software,Login Issue,IT,Hardware Support,Breached,20.0,Low,Product Launch,0,0,Friday,2,202
TCKT_0509,2025-05-06 17:57:55,2025-05-08 17:57:55,High,Network,VPN Issue,Admin,Infra Team,Breached,48.0,Low,None,1,0,Tuesday,5,208
TCKT_0510,2025-10-02 01:02:13,2025-10-03 08:02:13,Medium,Network,WiFi Issue,Finance,Infra Team,Breached,31.0,Low,None,0,0,Thursday,10,134
TCKT_0511,2025-05-19 07:26:10,2025-05-22 07:26:10,High,Access,Access Request,HR,App Support,Breached,72.0,Low,Server Maintenance,1,0,Monday,5,112
TCKT_0512,2025-06-21 13:37:21,2025-06-22 22:37:21,Low,Hardware,System Crash,IT,Hardware Support,Met,33.0,Medium,Product Launch,0,1,Saturday,6,174
TCKT_0513,2025-08-22 17:46:18,2025-08-24 05:46:18,Medium,Hardware,Keyboard Issue,IT,Infra Team,Met,36.0,Medium,System Upgrade,0,0,Friday,8,192
TCKT_0514,2025-10-01 19:25:01,2025-10-02 00:25:01,High,Network,Server Down,HR,Infra Team,Breached,5.0,Medium,Product Launch,1,0,Wednesday,10,204
TCKT_0515,2025-02-17 18:23:22,2025-02-20 05:23:22,Low,Access,Password Reset,Admin,Hardware Support,Breached,59.0,High,None,1,0,Monday,2,122
TCKT_0516,2025-09-17 21:47:12,2025-09-18 08:47:12,Critical,Hardware,Printer Issue,HR,Hardware Support,Met,11.0,Low,Server Maintenance,0,0,Wednesday,9,212
TCKT_0517,2025-10-06 21:18:17,2025-10-08 08:18:17,High,Software,UI Bug,Finance,Infra Team,Met,35.0,Low,Security Patch,1,0,Monday,10,190
TCKT_0518,2024-12-25 06:58:08,2024-12-26 10:58:08,Low,Access,Password Reset,HR,Infra Team,Met,28.0,Low,None,0,0,Wednesday,12,116
TCKT_0519,2024-10-27 11:30:38,2024-10-28 09:30:38,Critical,Network,VPN Issue,IT,Infra Team,Breached,22.0,High,Security Patch,1,1,Sunday,10,238
TCKT_0520,2025-06-10 15:10:34,2025-06-11 10:10:34,Medium,Software,UI Bug,Finance,Infra Team,Met,19.0,High,Product Launch,0,0,Tuesday,6,175
TCKT_0521,2025-01-05 18:08:51,2025-01-06 18:08:51,High,Access,Password Reset,Admin,App Support,Breached,24.0,Medium,None,0,1,Sunday,1,220
TCKT_0522,2025-06-27 11:31:18,2025-06-30 03:31:18,Low,Network,WiFi Issue,IT,App Support,Met,64.0,Medium,Product Launch,0,0,Friday,6,108
TCKT_0523,2025-05-18 02:33:43,2025-05-18 16:33:43,Critical,Network,WiFi Issue,IT,Hardware Support,Met,14.0,Medium,Server Maintenance,1,1,Sunday,5,195
TCKT_0524,2025-03-12 23:01:18,2025-03-13 02:01:18,High,Access,Access Request,HR,Hardware Support,Breached,3.0,Low,System Upgrade,1,0,Wednesday,3,173
TCKT_0525,2025-02-04 07:27:34,2025-02-05 14:27:34,Low,Access,Password Reset,IT,Infra Team,Met,31.0,Low,Security Patch,0,0,Tuesday,2,174
TCKT_0526,2025-03-04 13:54:05,2025-03-07 04:54:05,Medium,Software,UI Bug,IT,Infra Team,Breached,63.0,Low,Server Maintenance,1,0,Tuesday,3,202
TCKT_0527,2025-10-13 08:50:38,2025-10-15 14:50:38,Critical,Hardware,Keyboard Issue,IT,Hardware Support,Breached,54.0,High,System Upgrade,0,0,Monday,10,205
TCKT_0528,2024-10-27 09:06:25,2024-10-28 08:06:25,Low,Software,Login Issue,Finance,Hardware Support,Breached,23.0,Low,None,0,1,Sunday,10,230
TCKT_0529,2025-10-15 06:24:19,2025-10-16 17:24:19,High,Hardware,Monitor Issue,Admin,Hardware Support,Breached,35.0,High,None,0,0,Wednesday,10,104
TCKT_0530,2025-03-02 22:36:52,2025-03-05 06:36:52,High,Network,WiFi Issue,IT,Infra Team,Breached,56.0,Low,Security Patch,1,1,Sunday,3,224
TCKT_0531,2025-03-05 21:37:36,2025-03-08 06:37:36,Medium,Access,Password Reset,Finance,App Support,Met,57.0,Low,Security Patch,0,0,Wednesday,3,211
TCKT_0532,2025-08-21 20:53:22,2025-08-22 13:53:22,Low,Software,App Crash,IT,App Support,Breached,17.0,High,Security Patch,1,0,Thursday,8,122
TCKT_0533,2025-10-11 05:20:43,2025-10-12 21:20:43,Medium,Hardware,Keyboard Issue,IT,Hardware Support,Met,40.0,Medium,System Upgrade,1,1,Saturday,10,227
TCKT_0534,2025-02-28 08:30:21,2025-03-02 11:30:21,Critical,Access,Access Request,HR,Infra Team,Breached,51.0,Medium,None,0,0,Friday,2,137
TCKT_0535,2025-04-09 19:32:37,2025-04-09 23:32:37,Low,Software,Update Error,HR,Hardware Support,Met,4.0,High,None,1,0,Wednesday,4,190
TCKT_0536,2025-10-10 08:56:33,2025-10-11 20:56:33,Medium,Hardware,System Crash,Admin,Infra Team,Breached,36.0,High,Security Patch,0,0,Friday,10,238
TCKT_0537,2025-05-17 09:46:00,2025-05-18 06:46:00,Medium,Network,WiFi Issue,HR,Hardware Support,Met,21.0,Low,None,0,1,Saturday,5,248
TCKT_0538,2025-01-04 09:14:58,2025-01-05 17:14:58,Medium,Network,Server Down,Finance,Hardware Support,Met,32.0,Low,Server Maintenance,0,1,Saturday,1,173
TCKT_0539,2024-10-30 01:16:20,2024-11-01 03:16:20,High,Access,Password Reset,IT,Hardware Support,Breached,50.0,Medium,Server Maintenance,1,0,Wednesday,10,175
TCKT_0540,2025-04-04 21:15:46,2025-04-06 18:15:46,Low,Access,Access Request,Admin,App Support,Met,45.0,High,System Upgrade,1,0,Friday,4,236
TCKT_0541,2025-04-17 04:17:44,2025-04-18 23:17:44,High,Hardware,Printer Issue,Finance,Hardware Support,Breached,43.0,High,System Upgrade,0,0,Thursday,4,151
TCKT_0542,2025-04-09 19:18:27,2025-04-09 23:18:27,Critical,Network,Server Down,HR,Hardware Support,Met,4.0,Low,Security Patch,0,0,Wednesday,4,132
TCKT_0543,2025-06-08 09:50:53,2025-06-11 09:50:53,High,Access,Password Reset,Admin,Hardware Support,Met,72.0,High,None,1,1,Sunday,6,218
TCKT_0544,2025-08-22 04:58:31,2025-08-23 19:58:31,High,Hardware,Printer Issue,Finance,Infra Team,Breached,39.0,Medium,Product Launch,0,0,Friday,8,168
TCKT_0545,2025-08-26 11:47:54,2025-08-27 08:47:54,High,Access,Account Lock,IT,App Support,Met,21.0,Medium,Product Launch,1,0,Tuesday,8,244
TCKT_0546,2024-12-13 09:33:30,2024-12-13 15:33:30,High,Access,Account Lock,IT,Hardware Support,Met,6.0,Low,Product Launch,0,0,Friday,12,128
TCKT_0547,2025-01-30 03:17:54,2025-01-31 16:17:54,Medium,Software,UI Bug,Admin,App Support,Breached,37.0,Medium,Server Maintenance,0,0,Thursday,1,225
TCKT_0548,2025-07-15 11:21:40,2025-07-17 06:21:40,Critical,Network,VPN Issue,HR,Hardware Support,Met,43.0,High,Security Patch,1,0,Tuesday,7,229
TCKT_0549,2025-05-03 07:59:42,2025-05-05 19:59:42,Low,Software,Login Issue,Admin,Hardware Support,Met,60.0,Medium,Server Maintenance,0,1,Saturday,5,142
TCKT_0550,2025-05-26 05:43:28,2025-05-26 11:43:28,Low,Software,App Crash,IT,Hardware Support,Met,6.0,High,Server Maintenance,1,0,Monday,5,218
TCKT_0551,2025-06-24 22:26:55,2025-06-26 10:26:55,Medium,Access,Password Reset,Admin,Hardware Support,Met,36.0,Medium,System Upgrade,0,0,Tuesday,6,144
TCKT_0552,2025-06-26 23:13:56,2025-06-27 09:13:56,High,Access,Account Lock,HR,App Support,Met,10.0,Low,None,1,0,Thursday,6,137
TCKT_0553,2024-11-23 00:36:36,2024-11-24 21:36:36,Low,Software,UI Bug,Admin,App Support,Breached,45.0,Low,Server Maintenance,1,1,Saturday,11,118
TCKT_0554,2024-12-15 00:57:29,2024-12-15 02:57:29,Critical,Software,UI Bug,Admin,Hardware Support,Met,2.0,High,System Upgrade,1,1,Sunday,12,145
TCKT_0555,2025-01-01 03:53:46,2025-01-03 15:53:46,High,Network,Router Failure,Admin,Infra Team,Met,60.0,High,Server Maintenance,1,0,Wednesday,1,246
TCKT_0556,2025-07-21 16:58:27,2025-07-24 16:58:27,Critical,Access,Account Lock,Admin,Infra Team,Breached,72.0,Medium,None,0,0,Monday,7,189
TCKT_0557,2025-01-06 16:00:26,2025-01-08 01:00:26,Medium,Network,VPN Issue,Admin,Hardware Support,Met,33.0,Medium,None,1,0,Monday,1,213
TCKT_0558,2025-03-16 12:56:12,2025-03-18 07:56:12,High,Access,Access Request,Admin,Infra Team,Met,43.0,Low,None,1,1,Sunday,3,189
TCKT_0559,2025-04-22 07:50:02,2025-04-23 22:50:02,Low,Hardware,Printer Issue,Admin,Hardware Support,Met,39.0,Low,System Upgrade,1,0,Tuesday,4,248
TCKT_0560,2025-06-13 16:06:50,2025-06-15 23:06:50,High,Access,Access Request,IT,App Support,Breached,55.0,Medium,None,0,0,Friday,6,122
TCKT_0561,2024-10-31 02:47:43,2024-11-02 07:47:43,High,Access,Password Reset,HR,Infra Team,Met,53.0,Medium,None,1,0,Thursday,10,233
TCKT_0562,2025-05-22 06:55:34,2025-05-23 11:55:34,High,Hardware,Keyboard Issue,Finance,App Support,Met,29.0,High,Product Launch,1,0,Thursday,5,196
TCKT_0563,2025-02-05 06:19:35,2025-02-06 17:19:35,High,Network,VPN Issue,HR,Infra Team,Met,35.0,High,System Upgrade,1,0,Wednesday,2,156
TCKT_0564,2025-03-08 16:49:10,2025-03-10 04:49:10,Medium,Hardware,System Crash,Finance,Infra Team,Met,36.0,High,None,1,1,Saturday,3,183
TCKT_0565,2025-05-28 02:30:10,2025-05-30 14:30:10,Low,Network,VPN Issue,HR,Hardware Support,Met,60.0,High,Product Launch,0,0,Wednesday,5,216
TCKT_0566,2024-11-17 11:52:22,2024-11-17 13:52:22,Medium,Hardware,Printer Issue,Finance,App Support,Breached,2.0,Medium,Product Launch,0,1,Sunday,11,136
TCKT_0567,2025-05-28 19:20:57,2025-05-28 21:20:57,High,Software,UI Bug,IT,Hardware Support,Breached,2.0,Medium,Security Patch,0,0,Wednesday,5,224
TCKT_0568,2025-10-15 09:51:41,2025-10-16 09:51:41,Critical,Network,Server Down,Finance,Infra Team,Breached,24.0,High,Product Launch,1,0,Wednesday,10,247
TCKT_0569,2025-10-09 23:31:50,2025-10-10 13:31:50,Critical,Software,Login Issue,Finance,App Support,Met,14.0,Medium,System Upgrade,1,0,Thursday,10,176
TCKT_0570,2025-02-08 23:40:12,2025-02-10 14:40:12,Low,Access,Access Request,Admin,Infra Team,Breached,39.0,High,Server Maintenance,0,1,Saturday,2,109
TCKT_0571,2025-09-16 02:45:36,2025-09-16 10:45:36,High,Access,Account Lock,IT,App Support,Met,8.0,Low,Product Launch,0,0,Tuesday,9,238
TCKT_0572,2025-06-02 18:56:28,2025-06-04 03:56:28,High,Network,WiFi Issue,Admin,Infra Team,Met,33.0,High,None,0,0,Monday,6,116
TCKT_0573,2024-12-09 11:18:37,2024-12-09 17:18:37,High,Access,Account Lock,IT,Infra Team,Met,6.0,High,Product Launch,1,0,Monday,12,157
TCKT_0574,2024-11-04 21:12:38,2024-11-05 02:12:38,Critical,Access,Account Lock,IT,Hardware Support,Breached,5.0,Medium,None,0,0,Monday,11,207
TCKT_0575,2025-05-08 04:24:52,2025-05-09 23:24:52,High,Software,App Crash,HR,Hardware Support,Met,43.0,Medium,System Upgrade,0,0,Thursday,5,125
TCKT_0576,2024-11-24 23:45:17,2024-11-25 09:45:17,High,Software,UI Bug,Admin,Hardware Support,Met,10.0,Low,System Upgrade,1,1,Sunday,11,169
TCKT_0577,2025-07-06 16:12:13,2025-07-08 10:12:13,High,Hardware,System Crash,Admin,Infra Team,Met,42.0,High,None,0,1,Sunday,7,232
TCKT_0578,2025-08-12 12:35:42,2025-08-13 05:35:42,High,Access,Access Request,Admin,App Support,Breached,17.0,Low,Server Maintenance,1,0,Tuesday,8,125
TCKT_0579,2025-02-12 01:13:03,2025-02-12 07:13:03,High,Access,Password Reset,HR,App Support,Breached,6.0,Low,Server Maintenance,0,0,Wednesday,2,161
TCKT_0580,2025-07-22 21:04:39,2025-07-24 18:04:39,Medium,Network,WiFi Issue,Admin,Infra Team,Breached,45.0,High,Security Patch,0,0,Tuesday,7,248
TCKT_0581,2025-03-09 15:34:25,2025-03-12 12:34:25,Low,Network,WiFi Issue,IT,Infra Team,Breached,69.0,Low,System Upgrade,1,1,Sunday,3,244
TCKT_0582,2025-02-19 11:48:23,2025-02-19 23:48:23,High,Software,Login Issue,IT,Hardware Support,Met,12.0,High,System Upgrade,1,0,Wednesday,2,148
TCKT_0583,2025-03-31 03:13:23,2025-04-01 06:13:23,Medium,Software,UI Bug,HR,Infra Team,Met,27.0,Low,Product Launch,0,0,Monday,3,189
TCKT_0584,2025-07-01 16:56:33,2025-07-02 09:56:33,Critical,Network,Router Failure,Finance,Infra Team,Breached,17.0,High,None,1,0,Tuesday,7,139
TCKT_0585,2025-10-09 16:40:37,2025-10-12 06:40:37,High,Software,Update Error,HR,Hardware Support,Met,62.0,Medium,System Upgrade,1,0,Thursday,10,106
TCKT_0586,2025-09-28 20:26:12,2025-10-01 05:26:12,Low,Hardware,Monitor Issue,Finance,Hardware Support,Met,57.0,Medium,Product Launch,1,1,Sunday,9,140
TCKT_0587,2025-08-05 03:42:34,2025-08-06 02:42:34,Medium,Hardware,Monitor Issue,Finance,Hardware Support,Met,23.0,High,Product Launch,1,0,Tuesday,8,226
TCKT_0588,2025-04-12 23:31:19,2025-04-14 07:31:19,High,Software,UI Bug,Admin,App Support,Met,32.0,High,None,0,1,Saturday,4,122
TCKT_0589,2024-11-25 00:44:59,2024-11-27 21:44:59,Critical,Network,VPN Issue,IT,App Support,Breached,69.0,Medium,Server Maintenance,1,0,Monday,11,218
TCKT_0590,2024-12-04 07:39:40,2024-12-04 11:39:40,High,Network,Router Failure,Admin,Hardware Support,Met,4.0,Low,Server Maintenance,0,0,Wednesday,12,179
TCKT_0591,2025-10-07 22:27:27,2025-10-08 08:27:27,High,Network,WiFi Issue,HR,Infra Team,Breached,10.0,Medium,Product Launch,0,0,Tuesday,10,142
TCKT_0592,2025-04-13 21:34:16,2025-04-14 12:34:16,High,Access,Account Lock,Finance,Hardware Support,Breached,15.0,High,Security Patch,1,1,Sunday,4,131
TCKT_0593,2025-03-01 17:32:08,2025-03-02 09:32:08,Critical,Software,UI Bug,HR,Infra Team,Breached,16.0,High,Product Launch,1,1,Saturday,3,118
TCKT_0594,2024-12-03 16:29:30,2024-12-03 20:29:30,Critical,Software,App Crash,HR,Infra Team,Met,4.0,Medium,None,1,0,Tuesday,12,154
TCKT_0595,2025-04-18 01:17:15,2025-04-18 05:17:15,Low,Hardware,System Crash,Finance,Infra Team,Met,4.0,Low,Product Launch,0,0,Friday,4,132
TCKT_0596,2024-12-16 05:30:09,2024-12-17 02:30:09,Low,Hardware,System Crash,HR,Infra Team,Breached,21.0,High,Server Maintenance,1,0,Monday,12,126
TCKT_0597,2025-07-03 20:43:05,2025-07-06 08:43:05,High,Software,UI Bug,Finance,Infra Team,Met,60.0,High,None,0,0,Thursday,7,246
TCKT_0598,2025-04-16 09:27:28,2025-04-18 01:27:28,Medium,Network,WiFi Issue,IT,Infra Team,Met,40.0,Low,Server Maintenance,1,0,Wednesday,4,159
TCKT_0599,2025-08-12 09:12:02,2025-08-14 18:12:02,Medium,Network,Server Down,IT,Infra Team,Breached,57.0,Medium,Server Maintenance,0,0,Tuesday,8,213
TCKT_0600,2025-10-13 21:37:10,2025-10-15 21:37:10,Medium,Network,VPN Issue,Finance,Infra Team,Breached,48.0,High,System Upgrade,1,0,Monday,10,221
TCKT_0601,2025-06-12 15:04:23,2025-06-15 13:04:23,Critical,Access,Password Reset,Finance,App Support,Met,70.0,Low,Security Patch,1,0,Thursday,6,217
TCKT_0602,2025-07-02 04:14:36,2025-07-02 14:14:36,Medium,Network,Server Down,Finance,Infra Team,Breached,10.0,High,Security Patch,1,0,Wednesday,7,190
TCKT_0603,2025-04-21 02:27:59,2025-04-23 00:27:59,Critical,Network,Server Down,HR,App Support,Met,46.0,Medium,Server Maintenance,0,0,Monday,4,217
TCKT_0604,2025-09-14 15:32:59,2025-09-17 04:32:59,Medium,Software,Login Issue,IT,App Support,Breached,61.0,High,Product Launch,1,1,Sunday,9,225
TCKT_0605,2025-03-20 05:26:07,2025-03-22 14:26:07,Critical,Access,Password Reset,HR,Hardware Support,Breached,57.0,Medium,Security Patch,0,0,Thursday,3,240
TCKT_0606,2025-01-14 11:36:01,2025-01-16 07:36:01,High,Hardware,Monitor Issue,Finance,Hardware Support,Breached,44.0,Medium,System Upgrade,1,0,Tuesday,1,225
TCKT_0607,2024-11-30 08:15:39,2024-12-01 11:15:39,High,Software,App Crash,Finance,Infra Team,Met,27.0,Low,Security Patch,1,1,Saturday,11,124
TCKT_0608,2025-04-02 18:57:44,2025-04-04 09:57:44,Low,Hardware,System Crash,Admin,Infra Team,Breached,39.0,High,System Upgrade,0,0,Wednesday,4,123
TCKT_0609,2025-07-04 06:02:00,2025-07-06 13:02:00,Critical,Access,Password Reset,HR,Hardware Support,Breached,55.0,High,Product Launch,1,0,Friday,7,228
TCKT_0610,2025-01-27 14:36:11,2025-01-30 12:36:11,Critical,Software,Update Error,Finance,App Support,Breached,70.0,Medium,Product Launch,0,0,Monday,1,194
TCKT_0611,2025-06-22 23:59:28,2025-06-25 03:59:28,Critical,Network,Server Down,IT,Infra Team,Breached,52.0,Low,Security Patch,1,1,Sunday,6,198
TCKT_0612,2025-05-15 09:15:49,2025-05-15 20:15:49,Medium,Access,Access Request,HR,App Support,Breached,11.0,High,Product Launch,1,0,Thursday,5,110
TCKT_0613,2025-05-13 23:53:26,2025-05-16 07:53:26,Low,Access,Account Lock,Finance,Hardware Support,Breached,56.0,Low,Server Maintenance,1,0,Tuesday,5,191
TCKT_0614,2025-07-04 20:40:21,2025-07-06 05:40:21,Medium,Network,WiFi Issue,Finance,Infra Team,Met,33.0,Medium,Server Maintenance,1,0,Friday,7,125
TCKT_0615,2025-07-04 12:57:31,2025-07-04 19:57:31,Critical,Hardware,Printer Issue,HR,Hardware Support,Breached,7.0,Medium,None,1,0,Friday,7,159
TCKT_0616,2025-05-11 08:04:40,2025-05-12 01:04:40,Critical,Software,Update Error,HR,App Support,Met,17.0,High,System Upgrade,1,1,Sunday,5,211
TCKT_0617,2025-02-06 16:27:38,2025-02-08 14:27:38,Medium,Network,VPN Issue,IT,Hardware Support,Breached,46.0,High,Server Maintenance,0,0,Thursday,2,165
TCKT_0618,2025-02-28 02:09:31,2025-03-02 18:09:31,Critical,Access,Access Request,HR,Infra Team,Met,64.0,Low,Server Maintenance,0,0,Friday,2,221
TCKT_0619,2025-05-03 06:59:41,2025-05-05 04:59:41,High,Software,UI Bug,Finance,App Support,Breached,46.0,Low,None,1,1,Saturday,5,112
TCKT_0620,2025-03-05 06:29:12,2025-03-05 20:29:12,Low,Network,VPN Issue,Finance,Infra Team,Met,14.0,Medium,System Upgrade,0,0,Wednesday,3,132
TCKT_0621,2025-09-22 12:47:50,2025-09-22 17:47:50,Critical,Software,UI Bug,HR,Hardware Support,Breached,5.0,Low,Server Maintenance,0,0,Monday,9,185
TCKT_0622,2024-12-22 11:38:16,2024-12-24 00:38:16,Medium,Hardware,Printer Issue,Finance,App Support,Met,37.0,High,Security Patch,1,1,Sunday,12,130
TCKT_0623,2025-05-11 09:29:41,2025-05-12 16:29:41,Critical,Hardware,Printer Issue,IT,Infra Team,Breached,31.0,Low,Security Patch,1,1,Sunday,5,177
TCKT_0624,2025-05-13 22:37:05,2025-05-16 22:37:05,Critical,Hardware,Keyboard Issue,IT,Infra Team,Breached,72.0,High,Server Maintenance,0,0,Tuesday,5,104
TCKT_0625,2025-08-05 17:43:38,2025-08-05 20:43:38,Low,Hardware,Keyboard Issue,Finance,App Support,Met,3.0,Medium,Product Launch,1,0,Tuesday,8,234
TCKT_0626,2025-06-03 05:58:48,2025-06-03 14:58:48,Critical,Access,Password Reset,Finance,Hardware Support,Breached,9.0,Low,Product Launch,0,0,Tuesday,6,204
TCKT_0627,2025-06-22 16:43:13,2025-06-24 02:43:13,Critical,Software,UI Bug,Admin,Infra Team,Breached,34.0,High,Product Launch,1,1,Sunday,6,214
TCKT_0628,2024-10-20 14:29:21,2024-10-21 20:29:21,Medium,Access,Password Reset,IT,App Support,Breached,30.0,Medium,System Upgrade,1,1,Sunday,10,141
TCKT_0629,2025-03-12 05:08:35,2025-03-13 15:08:35,Critical,Hardware,Monitor Issue,IT,App Support,Met,34.0,High,Security Patch,0,0,Wednesday,3,127
TCKT_0630,2025-01-19 15:48:18,2025-01-20 22:48:18,High,Hardware,Monitor Issue,Finance,App Support,Breached,31.0,Low,None,1,1,Sunday,1,131
TCKT_0631,2025-06-22 07:48:43,2025-06-23 00:48:43,Medium,Hardware,Keyboard Issue,Admin,App Support,Met,17.0,Low,System Upgrade,0,1,Sunday,6,249
TCKT_0632,2024-11-21 14:25:05,2024-11-23 17:25:05,High,Software,UI Bug,Finance,Infra Team,Met,51.0,Low,System Upgrade,0,0,Thursday,11,231
TCKT_0633,2024-10-20 00:44:07,2024-10-22 05:44:07,Critical,Hardware,Keyboard Issue,HR,App Support,Met,53.0,Low,Server Maintenance,1,1,Sunday,10,108
TCKT_0634,2025-05-09 02:24:23,2025-05-09 06:24:23,Low,Network,VPN Issue,Finance,Hardware Support,Met,4.0,High,Security Patch,1,0,Friday,5,192
TCKT_0635,2025-05-10 08:30:13,2025-05-12 23:30:13,High,Access,Access Request,HR,Hardware Support,Met,63.0,Medium,Product Launch,1,1,Saturday,5,207
TCKT_0636,2025-08-08 08:49:15,2025-08-08 11:49:15,High,Software,Login Issue,IT,Infra Team,Met,3.0,Medium,Security Patch,1,0,Friday,8,121
TCKT_0637,2025-09-05 01:01:31,2025-09-05 06:01:31,Medium,Network,WiFi Issue,HR,App Support,Met,5.0,Low,Security Patch,0,0,Friday,9,114
TCKT_0638,2025-05-09 08:44:31,2025-05-12 04:44:31,Critical,Access,Access Request,Admin,Infra Team,Met,68.0,Medium,System Upgrade,1,0,Friday,5,192
TCKT_0639,2025-08-20 19:47:37,2025-08-22 23:47:37,Critical,Network,Router Failure,IT,Infra Team,Breached,52.0,Low,System Upgrade,0,0,Wednesday,8,124
TCKT_0640,2025-10-14 01:46:07,2025-10-15 20:46:07,Critical,Network,WiFi Issue,HR,App Support,Met,43.0,High,System Upgrade,0,0,Tuesday,10,220
TCKT_0641,2025-02-13 00:44:10,2025-02-15 17:44:10,Low,Network,Router Failure,Admin,Hardware Support,Met,65.0,High,Product Launch,1,0,Thursday,2,102
TCKT_0642,2025-09-08 03:31:56,2025-09-09 00:31:56,Critical,Access,Access Request,HR,Infra Team,Breached,21.0,Low,System Upgrade,1,0,Monday,9,139
TCKT_0643,2025-08-21 05:41:51,2025-08-22 17:41:51,Low,Software,Login Issue,Admin,Hardware Support,Breached,36.0,Low,Security Patch,0,0,Thursday,8,216
TCKT_0644,2025-09-23 07:36:41,2025-09-23 19:36:41,Medium,Network,Server Down,Admin,Hardware Support,Breached,12.0,High,Security Patch,0,0,Tuesday,9,121
TCKT_0645,2025-08-04 19:44:34,2025-08-05 17:44:34,High,Hardware,System Crash,IT,Infra Team,Met,22.0,High,Product Launch,0,0,Monday,8,231
TCKT_0646,2025-04-13 10:03:52,2025-04-14 11:03:52,Medium,Hardware,Keyboard Issue,Finance,App Support,Met,25.0,Medium,Server Maintenance,0,1,Sunday,4,188
